"type","system","term_ja","term_en","aliases","description_ja","description_en","url","source"
"concept","UTokyo Account","パスキー","passkey","","パソコンやスマホに保存された情報を用いるFIDOのサインイン方法．UTokyo Accountの多要素認証では現時点で利用できない．","A FIDO sign-in method using information stored on a PC or smartphone; currently not usable for UTokyo Account MFA.","/utokyo_account/mfa/fido-security_key/","src/pages/utokyo_account/mfa/fido-security_key/index.mdx"
"concept","UTokyo Account","パスワードの有効期間","Validity period of a password","有効期限","UTokyo Accountのパスワードが有効な期間。多要素認証を利用している場合は無期限、利用していない場合は変更から397日間有効。","The period during which a UTokyo Account password is valid; unlimited when MFA is enabled, otherwise 397 days from the last change.","/utokyo_account/#password-expiration","src/pages/utokyo_account/index.mdx"
"concept","UTokyo Account","パスワードレスサインイン","passwordless sign-in","","FIDOセキュリティキーを用いて，パスワードを入力せずにUTokyo Accountでサインインする方法．","A method of signing in to a UTokyo Account using a FIDO security key without entering a password.","/eccs/chromeos/","src/pages/eccs/chromeos/index.mdx"
"concept","UTokyo Account","パスワード通知書","Notification regarding password for the UTokyo Account","","窓口での再発行手続き等で発行される，初期パスワードが記載された書面．","A document containing the initial password, issued through help-desk reissuance procedures.","/utokyo_account/","src/pages/utokyo_account/index.mdx"
"concept","UTokyo Account","マイナンバーカード","My Number Card","Individual Number Card","日本の個人番号（マイナンバー）が記載されたICカード。UTokyo Account本人確認サービスでは、事前連携とオンラインでの本人確認に用いる。","The IC card carrying a person's Individual Number in Japan; used in the UTokyo Account Identity Verification Service for pre-linking and online identity verification.","/utokyo_account/ident-myna/","src/pages/utokyo_account/ident-myna/index.mdx"
"concept","UTokyo Account","ワンタイム パスワード コード","One-time password code","","Microsoft Authenticatorアプリで「The University of Tokyo」の項目に表示される，本人確認用の6桁のコード．","The 6-digit verification code shown under ""The University of Tokyo"" in the Microsoft Authenticator app.","/utokyo_account/mfa/others/","src/pages/utokyo_account/mfa/others.md"
"concept","UTokyo Account","暗証番号","PIN","Personal Identification Number","マイナンバーカード受け取り時に設定する数字4桁の番号。本人確認サービスの利用時に、利用者証明用電子証明書用と券面事項入力補助用の暗証番号を入力する。","The 4-digit number set when receiving a My Number Card; the user proof certificate PIN and the card info input support PIN are entered when using the Identity Verification Service.","/utokyo_account/ident-myna/link/","src/pages/utokyo_account/ident-myna/link/index.mdx"
"concept","UTokyo Account","一時アクセスパス","temporary access pass","TAP;一時アクセスパス（多要素認証の設定）","本人確認サービスで発行される，多要素認証を再設定するための一時的なパスワード．セキュリティ情報のサインインに用いる．","A temporary password (TAP) issued by the Identity Verification Service for reconfiguring MFA, used to sign in to the Security info page.","/utokyo_account/mfa/reregister/","src/pages/utokyo_account/mfa/reregister/index.mdx"
"concept","UTokyo Account","仮パスワード","temporary password","","本人確認サービスでパスワードを再発行した際に一時的に発行されるパスワード。これでサインインした後、新しいパスワードへの変更が求められる。","The password temporarily issued when reissuing a password via the Identity Verification Service; after signing in with it, the user is prompted to set a new password.","/utokyo_account/#reissue-password-ident-myna","src/pages/utokyo_account/index.mdx"
"concept","UTokyo Account","既定のサインイン方法","default sign-in method","既定（デフォルト）の本人確認方法","複数登録した本人確認方法のうち，サインイン時に自動的に最初に提示される方法．通常は最初に登録したもの．","The verification method automatically presented first at sign-in among multiple registered methods; usually the first one registered.","/utokyo_account/mfa/change/","src/pages/utokyo_account/mfa/change/index.mdx"
"concept","UTokyo Account","共通ID","Common ID","Common ID;ユーザID;10桁の共通ID","UTokyo Accountを構成する数字10桁のID．Slidoへのサインイン時に「共通ID + @utac.u-tokyo.ac.jp」の形式で入力する．","The 10-digit numeric part at the start of a UTokyo Account, used in the form `CommonID@utac.u-tokyo.ac.jp` for Zoom sign-in and authentication.","/utokyo_account/","src/pages/zoom/signin/index.mdx;src/pages/zoom/misc/management_roles/index.md;src/pages/utol/students/messages/index.mdx;src/pages/utol/lecturers/settings/course_participants/index.md;src/pages/google/index.mdx;src/pages/webex/signin.md;src/pages/utokyo_account/index.mdx;src/pages/slack/invited.mdx;src/pages/slido/login.mdx;src/pages/microsoft/signin.md"
